case_id,event_id,activity
134,F,Loan Rejection
134,G,Notify Customer
134,H,Archive Case
135,A,Register Application
135,C,Document Verification
135,B,Credit Check
135,C,Document Verification
135,D,Risk Assessment
135,D,Risk Assessment
135,E,Loan Approval
135,G,Notify Customer
135,H,Archive Case
136,A,Register Application
136,C,Document Verification
136,B,Credit Check
136,B,Credit Check
136,C,Document Verification
136,D,Risk Assessment
136,D,Risk Assessment
136,E,Loan Approval
136,G,Notify Customer
136,H,Archive Case
137,A,Register Application
137,C,Document Verification
137,B,Credit Check
137,I,Manual Review
137,B,Credit Check
137,C,Document Verification
137,D,Risk Assessment
137,D,Risk Assessment
137,F,Loan Rejection
137,G,Notify Customer
137,H,Archive Case
138,A,Register Application
138,B,Credit Check
138,C,Document Verification
138,I,Manual Review
138,B,Credit Check
138,C,Document Verification
138,D,Risk Assessment
138,D,Risk Assessment
138,E,Loan Approval
138,G,Notify Customer
138,H,Archive Case
139,A,Register Application
139,C,Document Verification
139,B,Credit Check
139,I,Manual Review
139,B,Credit Check
139,C,Document Verification
139,D,Risk Assessment
139,D,Risk Assessment
139,F,Loan Rejection
139,G,Notify Customer
139,H,Archive Case
140,A,Register Application
140,B,Credit Check
140,C,Document Verification
140,B,Credit Check
140,C,Document Verification
140,D,Risk Assessment
140,D,Risk Assessment
140,E,Loan Approval
140,G,Notify Customer
140,H,Archive Case
141,A,Register Application
141,B,Credit Check
141,C,Document Verification
141,B,Credit Check
141,C,Document Verification
141,D,Risk Assessment
141,D,Risk Assessment
141,E,Loan Approval
141,G,Notify Customer
141,H,Archive Case
142,NOISE_01,NOISE_01
142,A,Register Application
142,B,Credit Check
142,C,Document Verification
142,I,Manual Review
142,B,Credit Check
142,C,Document Verification
142,D,Risk Assessment
142,D,Risk Assessment
142,E,Loan Approval
142,G,Notify Customer
142,H,Archive Case
143,A,Register Application
143,B,Credit Check
143,C,Document Verification
143,I,Manual Review
143,B,Credit Check
143,C,Document Verification
143,D,Risk Assessment
143,D,Risk Assessment
143,F,Loan Rejection
143,G,Notify Customer
143,H,Archive Case
144,A,Register Application
144,C,Document Verification
144,B,Credit Check
144,B,Credit Check
144,C,Document Verification
144,D,Risk Assessment
144,D,Risk Assessment
144,E,Loan Approval
144,G,Notify Customer
144,H,Archive Case
145,A,Register Application
145,C,Document Verification
145,B,Credit Check
145,I,Manual Review
145,C,Document Verification
145,D,Risk Assessment
145,D,Risk Assessment
145,E,Loan Approval
145,G,Notify Customer
145,H,Archive Case
146,A,Register Application
146,C,Document Verification
146,B,Credit Check
146,B,Credit Check
146,C,Document Verification
146,D,Risk Assessment
146,D,Risk Assessment
146,E,Loan Approval
146,G,Notify Customer
146,H,Archive Case
147,A,Register Application
147,C,Document Verification
147,B,Credit Check
147,B,Credit Check
147,C,Document Verification
147,D,Risk Assessment
147,D,Risk Assessment
147,E,Loan Approval
147,G,Notify Customer
147,H,Archive Case
148,A,Register Application
148,C,Document Verification
148,B,Credit Check
148,B,Credit Check
148,C,Document Verification
148,D,Risk Assessment
148,D,Risk Assessment
148,E,Loan Approval
148,G,Notify Customer
148,H,Archive Case
149,A,Register Application
149,C,Document Verification
149,B,Credit Check
149,B,Credit Check
149,C,Document Verification
149,D,Risk Assessment
149,D,Risk Assessment
149,E,Loan Approval
149,G,Notify Customer
149,H,Archive Case
150,A,Register Application
150,C,Document Verification
150,B,Credit Check
150,B,Credit Check
150,C,Document Verification
150,D,Risk Assessment
150,D,Risk Assessment
150,E,Loan Approval
150,G,Notify Customer
150,H,Archive Case
151,A,Register Application
151,C,Document Verification
151,B,Credit Check
151,D,Risk Assessment
151,D,Risk Assessment
151,F,Loan Rejection
151,G,Notify Customer
151,H,Archive Case
152,A,Register Application
152,B,Credit Check
152,C,Document Verification
152,B,Credit Check
152,C,Document Verification
152,D,Risk Assessment
152,D,Risk Assessment
152,E,Loan Approval
152,G,Notify Customer
152,H,Archive Case
153,A,Register Application
153,C,Document Verification
153,B,Credit Check
153,B,Credit Check
153,C,Document Verification
153,D,Risk Assessment
153,D,Risk Assessment
153,E,Loan Approval
153,G,Notify Customer
153,H,Archive Case
154,A,Register Application
154,C,Document Verification
154,B,Credit Check
154,I,Manual Review
154,B,Credit Check
154,C,Document Verification
154,D,Risk Assessment
154,D,Risk Assessment
154,F,Loan Rejection
154,G,Notify Customer
154,H,Archive Case
154,NOISE_01,NOISE_01
154,NOISE_01,NOISE_01
155,A,Register Application
155,B,Credit Check
155,C,Document Verification
155,I,Manual Review
155,B,Credit Check
155,C,Document Verification
155,D,Risk Assessment
155,D,Risk Assessment
155,E,Loan Approval
155,G,Notify Customer
155,H,Archive Case
156,A,Register Application
156,B,Credit Check
156,I,Manual Review
156,B,Credit Check
156,C,Document Verification
156,D,Risk Assessment
156,D,Risk Assessment
156,E,Loan Approval
156,G,Notify Customer
156,H,Archive Case
157,A,Register Application
157,B,Credit Check
157,C,Document Verification
157,I,Manual Review
157,B,Credit Check
157,C,Document Verification
157,D,Risk Assessment
157,D,Risk Assessment
157,E,Loan Approval
157,G,Notify Customer
157,H,Archive Case
158,A,Register Application
158,G,Notify Customer
158,H,Archive Case
159,A,Register Application
159,B,Credit Check
159,C,Document Verification
159,B,Credit Check
159,C,Document Verification
159,D,Risk Assessment
159,D,Risk Assessment
159,E,Loan Approval
159,G,Notify Customer
159,H,Archive Case
160,A,Register Application
160,C,Document Verification
160,B,Credit Check
160,B,Credit Check
160,D,Risk Assessment
160,D,Risk Assessment
160,E,Loan Approval
160,H,Archive Case
161,A,Register Application
161,B,Credit Check
161,C,Document Verification
161,B,Credit Check
161,C,Document Verification
161,D,Risk Assessment
161,D,Risk Assessment
161,F,Loan Rejection
161,G,Notify Customer
161,H,Archive Case
162,A,Register Application
162,B,Credit Check
162,C,Document Verification
162,B,Credit Check
162,C,Document Verification
162,D,Risk Assessment
162,D,Risk Assessment
162,E,Loan Approval
162,G,Notify Customer
162,H,Archive Case
163,A,Register Application
163,C,Document Verification
163,B,Credit Check
163,I,Manual Review
163,B,Credit Check
163,C,Document Verification
163,D,Risk Assessment
163,D,Risk Assessment
163,F,Loan Rejection
163,G,Notify Customer
163,H,Archive Case
164,A,Register Application
164,C,Document Verification
164,B,Credit Check
164,I,Manual Review
164,B,Credit Check
164,C,Document Verification
164,D,Risk Assessment
164,D,Risk Assessment
164,E,Loan Approval
164,G,Notify Customer
164,H,Archive Case
165,A,Register Application
165,C,Document Verification
165,B,Credit Check
165,I,Manual Review
165,B,Credit Check
165,D,Risk Assessment
165,D,Risk Assessment
165,F,Loan Rejection
165,G,Notify Customer
165,H,Archive Case
166,A,Register Application
166,C,Document Verification
166,B,Credit Check
166,I,Manual Review
166,B,Credit Check
166,C,Document Verification
166,D,Risk Assessment
166,D,Risk Assessment
166,E,Loan Approval
166,G,Notify Customer
166,H,Archive Case
167,A,Register Application
167,B,Credit Check
167,C,Document Verification
167,B,Credit Check
167,C,Document Verification
167,D,Risk Assessment
167,D,Risk Assessment
167,E,Loan Approval
167,G,Notify Customer
167,H,Archive Case
168,A,Register Application
168,C,Document Verification
168,B,Credit Check
168,B,Credit Check
168,C,Document Verification
168,D,Risk Assessment
168,D,Risk Assessment
168,E,Loan Approval
168,G,Notify Customer
168,H,Archive Case
169,A,Register Application
169,G,Notify Customer
169,H,Archive Case
170,A,Register Application
170,B,Credit Check
170,C,Document Verification
170,B,Credit Check
170,C,Document Verification
170,D,Risk Assessment
170,D,Risk Assessment
170,F,Loan Rejection
170,G,Notify Customer
170,H,Archive Case
171,A,Register Application
171,C,Document Verification
171,B,Credit Check
171,B,Credit Check
171,C,Document Verification
171,D,Risk Assessment
171,D,Risk Assessment
171,F,Loan Rejection
171,G,Notify Customer
171,H,Archive Case
172,A,Register Application
172,B,Credit Check
172,C,Document Verification
172,I,Manual Review
172,B,Credit Check
172,C,Document Verification
172,D,Risk Assessment
172,D,Risk Assessment
172,F,Loan Rejection
172,G,Notify Customer
172,H,Archive Case
173,A,Register Application
173,C,Document Verification
173,B,Credit Check
173,B,Credit Check
173,C,Document Verification
173,D,Risk Assessment
173,D,Risk Assessment
173,F,Loan Rejection
173,G,Notify Customer
173,H,Archive Case
174,A,Register Application
174,B,Credit Check
174,C,Document Verification
174,B,Credit Check
174,C,Document Verification
174,D,Risk Assessment
174,D,Risk Assessment
174,E,Loan Approval
174,G,Notify Customer
174,H,Archive Case
175,A,Register Application
175,C,Document Verification
175,B,Credit Check
175,I,Manual Review
175,B,Credit Check
175,C,Document Verification
175,D,Risk Assessment
175,D,Risk Assessment
175,E,Loan Approval
175,G,Notify Customer
175,H,Archive Case
176,A,Register Application
176,C,Document Verification
176,B,Credit Check
176,B,Credit Check
176,C,Document Verification
176,D,Risk Assessment
176,D,Risk Assessment
176,F,Loan Rejection
176,G,Notify Customer
176,H,Archive Case
177,A,Register Application
177,B,Credit Check
177,C,Document Verification
177,B,Credit Check
177,C,Document Verification
177,D,Risk Assessment
177,D,Risk Assessment
177,F,Loan Rejection
177,G,Notify Customer
177,H,Archive Case
178,A,Register Application
178,B,Credit Check
178,B,Credit Check
178,C,Document Verification
178,D,Risk Assessment
178,D,Risk Assessment
178,E,Loan Approval
178,G,Notify Customer
178,H,Archive Case
179,A,Register Application
179,C,Document Verification
179,B,Credit Check
179,B,Credit Check
179,C,Document Verification
179,D,Risk Assessment
179,D,Risk Assessment
179,E,Loan Approval
179,G,Notify Customer
179,H,Archive Case
180,A,Register Application
180,B,Credit Check
180,C,Document Verification
180,B,Credit Check
180,C,Document Verification
180,D,Risk Assessment
180,E,Loan Approval
180,G,Notify Customer
180,H,Archive Case
181,A,Register Application
181,B,Credit Check
181,C,Document Verification
181,B,Credit Check
181,C,Document Verification
181,D,Risk Assessment
181,D,Risk Assessment
181,E,Loan Approval
181,G,Notify Customer
181,H,Archive Case
182,A,Register Application
182,H,Archive Case
183,A,Register Application
183,C,Document Verification
183,B,Credit Check
183,I,Manual Review
183,B,Credit Check
183,C,Document Verification
183,D,Risk Assessment
183,D,Risk Assessment
183,E,Loan Approval
183,H,Archive Case
184,A,Register Application
184,C,Document Verification
184,B,Credit Check
184,B,Credit Check
184,C,Document Verification
184,D,Risk Assessment
184,D,Risk Assessment
184,E,Loan Approval
184,G,Notify Customer
184,H,Archive Case
185,A,Register Application
185,C,Document Verification
185,B,Credit Check
185,I,Manual Review
185,B,Credit Check
185,C,Document Verification
185,D,Risk Assessment
185,D,Risk Assessment
185,E,Loan Approval
185,H,Archive Case
186,A,Register Application
186,B,Credit Check
186,C,Document Verification
186,B,Credit Check
186,C,Document Verification
186,D,Risk Assessment
186,D,Risk Assessment
186,E,Loan Approval
186,G,Notify Customer
186,H,Archive Case
187,A,Register Application
187,C,Document Verification
187,B,Credit Check
187,B,Credit Check
187,C,Document Verification
187,D,Risk Assessment
187,D,Risk Assessment
187,E,Loan Approval
187,G,Notify Customer
187,H,Archive Case
188,A,Register Application
188,C,Document Verification
188,B,Credit Check
188,B,Credit Check
188,C,Document Verification
188,D,Risk Assessment
188,D,Risk Assessment
188,F,Loan Rejection
188,G,Notify Customer
188,H,Archive Case
189,A,Register Application
189,C,Document Verification
189,B,Credit Check
189,B,Credit Check
189,C,Document Verification
189,D,Risk Assessment
189,D,Risk Assessment
189,F,Loan Rejection
189,G,Notify Customer
189,H,Archive Case
190,A,Register Application
190,C,Document Verification
190,B,Credit Check
190,I,Manual Review
190,B,Credit Check
190,C,Document Verification
190,D,Risk Assessment
190,D,Risk Assessment
190,E,Loan Approval
190,G,Notify Customer
190,H,Archive Case
191,A,Register Application
191,B,Credit Check
191,B,Credit Check
191,C,Document Verification
191,D,Risk Assessment
191,D,Risk Assessment
191,E,Loan Approval
191,G,Notify Customer
191,H,Archive Case
192,A,Register Application
192,C,Document Verification
192,NOISE_03,NOISE_03
192,B,Credit Check
192,B,Credit Check
192,C,Document Verification
192,D,Risk Assessment
192,D,Risk Assessment
192,E,Loan Approval
192,G,Notify Customer
192,H,Archive Case
193,A,Register Application
193,B,Credit Check
193,C,Document Verification
193,I,Manual Review
193,B,Credit Check
193,C,Document Verification
193,D,Risk Assessment
193,F,Loan Rejection
193,G,Notify Customer
193,H,Archive Case
194,A,Register Application
194,C,Document Verification
194,B,Credit Check
194,B,Credit Check
194,C,Document Verification
194,D,Risk Assessment
194,D,Risk Assessment
194,E,Loan Approval
194,G,Notify Customer
194,H,Archive Case
195,A,Register Application
195,B,Credit Check
195,C,Document Verification
195,B,Credit Check
195,C,Document Verification
195,D,Risk Assessment
195,D,Risk Assessment
195,F,Loan Rejection
195,G,Notify Customer
195,H,Archive Case
196,A,Register Application
196,C,Document Verification
196,B,Credit Check
196,B,Credit Check
196,C,Document Verification
196,D,Risk Assessment
196,D,Risk Assessment
196,F,Loan Rejection
196,G,Notify Customer
196,H,Archive Case
197,A,Register Application
197,C,Document Verification
197,B,Credit Check
197,I,Manual Review
197,B,Credit Check
197,C,Document Verification
197,D,Risk Assessment
197,D,Risk Assessment
197,E,Loan Approval
197,G,Notify Customer
197,H,Archive Case
198,A,Register Application
198,H,Archive Case
199,A,Register Application
199,C,Document Verification
199,B,Credit Check
199,B,Credit Check
199,D,Risk Assessment
199,D,Risk Assessment
199,G,Notify Customer
199,H,Archive Case
200,A,Register Application
200,C,Document Verification
200,B,Credit Check
200,I,Manual Review
200,B,Credit Check
200,C,Document Verification
200,D,Risk Assessment
200,D,Risk Assessment
200,E,Loan Approval
200,G,Notify Customer
200,H,Archive Case
