case_id,event_id,activity
184,F,Loan Rejection
184,G,Notify Customer
184,H,Archive Case
185,A,Register Application
185,C,Document Verification
185,B,Credit Check
185,D,Risk Assessment
185,E,Loan Approval
185,G,Notify Customer
185,H,Archive Case
186,A,Register Application
186,C,Document Verification
186,B,Credit Check
186,D,Risk Assessment
186,E,Loan Approval
186,G,Notify Customer
186,H,Archive Case
187,A,Register Application
187,B,Credit Check
187,C,Document Verification
187,D,Risk Assessment
187,E,Loan Approval
187,G,Notify Customer
187,H,Archive Case
188,A,Register Application
188,B,Credit Check
188,C,Document Verification
188,D,Risk Assessment
188,E,Loan Approval
188,G,Notify Customer
188,H,Archive Case
189,A,Register Application
189,B,Credit Check
189,C,Document Verification
189,D,Risk Assessment
189,F,Loan Rejection
189,G,Notify Customer
189,H,Archive Case
190,A,Register Application
190,B,Credit Check
190,C,Document Verification
190,I,Manual Review
190,D,Risk Assessment
190,F,Loan Rejection
190,G,Notify Customer
190,H,Archive Case
191,A,Register Application
191,C,Document Verification
191,B,Credit Check
191,D,Risk Assessment
191,E,Loan Approval
191,G,Notify Customer
191,H,Archive Case
192,A,Register Application
192,B,Credit Check
192,C,Document Verification
192,D,Risk Assessment
192,F,Loan Rejection
192,G,Notify Customer
192,H,Archive Case
193,A,Register Application
193,B,Credit Check
193,C,Document Verification
193,D,Risk Assessment
193,E,Loan Approval
193,G,Notify Customer
193,H,Archive Case
194,A,Register Application
194,B,Credit Check
194,C,Document Verification
194,D,Risk Assessment
194,F,Loan Rejection
194,G,Notify Customer
194,H,Archive Case
195,A,Register Application
195,C,Document Verification
195,B,Credit Check
195,D,Risk Assessment
195,E,Loan Approval
195,G,Notify Customer
195,H,Archive Case
196,A,Register Application
196,C,Document Verification
196,B,Credit Check
196,I,Manual Review
196,D,Risk Assessment
196,E,Loan Approval
196,G,Notify Customer
196,H,Archive Case
197,A,Register Application
197,C,Document Verification
197,B,Credit Check
197,D,Risk Assessment
197,E,Loan Approval
197,G,Notify Customer
197,H,Archive Case
198,A,Register Application
198,C,Document Verification
198,B,Credit Check
198,D,Risk Assessment
198,F,Loan Rejection
198,G,Notify Customer
198,H,Archive Case
199,A,Register Application
199,C,Document Verification
199,B,Credit Check
199,D,Risk Assessment
199,E,Loan Approval
199,G,Notify Customer
199,H,Archive Case
200,A,Register Application
200,B,Credit Check
200,C,Document Verification
200,D,Risk Assessment
200,E,Loan Approval
200,G,Notify Customer
200,H,Archive Case
